万小军
星期五,,,,,3698,,,,
星期六,,,,,,,3698,,
星期日,,,,,,,,3698,
孙丹
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,3686,,,,3686,
星期二,3680,,,,,,,,
星期三,,3686,3680,,,,,,
星期四,,,,,,,,,
星期五,3686,3680,,,,,,,
星期六,3680,3686,,,,,,,
星期日,3686,,,3680,,,,,
孟桂花
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,3693,,3693,,3682,,,
星期二,,,,,,3682,,,
星期三,,,3682,,,,3693,,
星期四,,,,,,,,,
星期五,,,3682,,,3693,,,
星期六,,,3682,,,,,,
星期日,3693,,,,,,,,
巴韫华
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,3687,,,,,
星期二,,,3689,,,,,,
星期三,3687,,,,,,,,
星期四,3689,,,,,,,,
星期五,3687,,,3689,,,,,
星期六,,3687,,3689,,,,,
星期日,,,3687,3689,,,,,
张俊勇
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,3697,,,,,,,
星期二,,,,,,,,,
星期三,,,3697,3697,,,,,
星期四,,,,,,,,,
星期五,3697,,,,,,,,
星期六,,3697,,,,,,,
星期日,3697,3697,,,,,,,
张兰
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,,
星期二,,,,,,,,,
星期三,,3698,,,,,,,
星期四,,,,,,,3698,,
星期五,,,3698,,,,,,
星期六,,,,,,,,3698,
星期日,,,,,,,3698,,
张根祥
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3683,3683,,,,,
星期二,,,,3683,,,,,
星期三,,,,,,3683,,,
星期四,,,,,,,,,
星期五,,,,,,,3683,,
星期六,,,3683,,,,,,
星期日,,,,,,,,,
张莉芹
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,3696,,3684,
星期二,3684,3696,,,,,,,
星期三,,,,,3684,,,,
星期四,,,,,,,,3696,
星期五,,,,,,,3684,3696,
星期六,,,,,,,,3696,
星期日,,,,,,,3684,,
彭梅芳
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,3699,3685,,,,,,,
星期二,3699,3685,,,,,,,
星期三,,,,,,,,,
星期四,3685,,,3699,,,,,
星期五,,3699,,3685,,,,,
星期六,,3685,,,,,,,
星期日,,3699,,,,,,,
徐胜
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,,
星期二,,,,,,,,,
星期三,,,3681,,,,,,
星期四,3681,,3681,,,,,,
星期五,,,,3681,,,,,
星期六,,,,3681,,,,,
星期日,,,,3681,,,,,
曾伟
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,3699,,,
星期二,,,3699,,,,,,
星期三,3699,,,,,,,,
星期四,,3699,,,3699,,,,
星期五,,,,,,,,,
星期六,,,3699,,,,,,
星期日,,,,,,,,,
曾秀娟
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,3685,,,,
星期二,,,,,3696,,,,
星期三,,,,3696,,,,,
星期四,,3685,,,,,,,
星期五,3685,3696,,,,,,,
星期六,,,3685,,,3696,,,
星期日,,,,3685,,3696,,,
朱利
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,,
星期二,,,,,,,,,
星期三,,,,,,,,,
星期四,,,,,,,,,
星期五,,,,,,,,,
星期六,3688,,,,,,,,
星期日,,,,,,,,,
朱礼
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3680,3688,,,,,
星期二,,3680,,,,,,,
星期三,3688,,,,,,,,
星期四,3688,3688,3680,3680,,,,,
星期五,,,,,,,,,
星期六,,,3688,3680,,,,,
星期日,,3688,3680,,,,,,
李从德
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3695,,3682,,,,
星期二,3695,3682,,,,,,,
星期三,3695,,,3682,,,,,
星期四,3682,3682,,,,,,,
星期五,,,3695,3695,,,,,
星期六,,3695,,,,,,,
星期日,,,,3682,,,,,
李俊
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,3693,3680,,,,,,,
星期二,,,,3680,,,,,
星期三,,,,3693,,,,,
星期四,3680,3693,,,,,,,
星期五,,3693,,3680,,,,,
星期六,,3693,,,,,,,
星期日,3680,,,,,,,,
李来贵
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3694,,,,,,
星期二,,,3694,,,,,,
星期三,,,,,,,,,
星期四,,3694,,,,,,,
星期五,3694,3694,,,,,,,
星期六,3694,,,,,,,,
星期日,,,,,,,,,
杜仕杰
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3698,,,,,,
星期二,,,,,,,,,
星期三,,,,,,,,,
星期四,,,,,,3698,,,
星期五,,,,,,3698,,,
星期六,,3698,,,,,,,
星期日,,,,,,3698,,,
杨林
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3691,,,,,,
星期二,,,,,,,,,
星期三,,,3691,,,,,,
星期四,,3691,,,,,,,
星期五,,3691,,,,,,,
星期六,,,,3691,,,,,
星期日,,,,,,,,,
杨莉
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3690,,,,,,
星期二,,3690,,,,,,,
星期三,,,3690,,,,,,
星期四,,,,,,,,,
星期五,,,,,,,,,
星期六,3690,,,,,,,,
星期日,,,,,,,,3690,
洪爱莲
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,3689,
星期二,,,,,,,,,
星期三,,,,,,3689,,,
星期四,,,,,3689,,,,
星期五,3689,,,,,,,,
星期六,,,,,,,,,
星期日,3689,,,,,,,,
熊全安
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,3681,3687,
星期二,3681,,,,,,3687,,
星期三,,3681,,3687,,,,,
星期四,,,,,,,,3681,
星期五,,3687,,,,,,,
星期六,,,,,3687,3687,,,
星期日,,,,,,,,3681,
熊建军
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,3691,,,,,,,,
星期二,,,,3690,,,,,
星期三,3691,,,,,,,,
星期四,,3690,3691,3691,,,,,
星期五,,3690,3690,,,,,,
星期六,,3691,,3690,,,,,
星期日,3690,,,3691,3691,,,,
熊珍
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,3697,,,,,
星期二,3697,,,,,,,,
星期三,,,,,,,,,
星期四,,,,3697,,,,,
星期五,,,,,,,,,
星期六,3697,,,,,,,,
星期日,,,,3697,,,,,
王娜
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,3684,,,,,,,,
星期二,,,3696,,,,,,
星期三,3696,,3684,,,,,,
星期四,,,3696,3696,,,,,
星期五,3684,3684,,,,,,,
星期六,,,3696,3684,,,,,
星期日,,3684,3696,,,,,,
王小燕
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,3688,,,,,,,,
星期二,,,3688,,,,,,
星期三,,,,3688,,,,,
星期四,,,,,,,,,
星期五,,,3688,,,,,,
星期六,,,,,,,,,
星期日,,,,3688,,,,,
王慧超
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,3694,,,3686,,
星期二,,,,3694,,3686,,,
星期三,,,,,,,,,
星期四,,,,,,,,3686,
星期五,,,,3694,,,,,
星期六,,,,3694,3686,,,,
星期日,,,3686,3694,,,,,
王琼
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3688,3692,,,,,
星期二,3692,3688,,,,,,,
星期三,,3688,,3692,,,,,
星期四,,,3692,3688,,,,,
星期五,,3692,,,,,,,
星期六,,,,,,,,,
星期日,,,3688,,,,,,
王瑛
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,3683,,,,
星期二,3683,,,,,,,,
星期三,,,,,,,,,
星期四,,3683,3683,,,,,,
星期五,3683,,,,,,,,
星期六,,,,,,,,,
星期日,,,3683,,,,,,
程华松
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,3690,,
星期二,,,3690,,,,3690,,
星期三,,,,,,,,,
星期四,,,,,3690,,,,
星期五,,,,,,,,3690,
星期六,,,,,,,,,
星期日,,,,,,,3690,,
纪卫军
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,3699,
星期二,,,,3693,,,,3692,
星期三,,,,3699,3693,,,3692,
星期四,,,,,,,3693,,
星期五,,,,,3699,3692,,,
星期六,3693,,,,3699,,3692,,
星期日,3699,,3692,,3693,,,,
纪巧玲
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,3687,,,
星期二,,,,,,3694,3680,,
星期三,3680,3687,3694,3694,,,,,
星期四,,,,3694,,,,,
星期五,,,,,,3687,3680,,
星期六,,,,,,,3687,3680,
星期日,,,3694,,,,3680,3687,
罗咏梅
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,3686,,,,,,,
星期二,,3687,,,,,,,
星期三,,,3686,,,,,,
星期四,3687,3686,3686,,,,,,
星期五,,,3687,3687,,,,,
星期六,,,3686,3687,,,,,
星期日,3687,,,3686,,,,,
罗清桥
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,3687,,3684,3684,,,,
星期二,,,,3687,,,,,
星期三,3684,,,,,,,,
星期四,,,3687,,,,,,
星期五,,,,3684,,,,,
星期六,3684,,3687,,,,,,
星期日,,,3684,3687,,,,,
罗紧超
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,3696,,,3688,
星期二,3688,,,,,,3696,,
星期三,,,,,3696,,,3688,
星期四,,,,,,,3688,,
星期五,,,,,,,,,
星期六,,,,,3696,,,,
星期日,3696,,,,,3688,,,
肖旭秀
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3697,,,,,,
星期二,,,3697,,,,,,
星期三,,3697,,,,,,,
星期四,,,,,,3697,,,
星期五,,,,,,,,,
星期六,,,3697,,,,,,
星期日,,,,,,,,,
肖述秀
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,3681,,,,,
星期二,,,3681,,,,,,
星期三,,,,3681,,,,,
星期四,,,,,,,,,
星期五,,,3681,,,,,,
星期六,,,,,,,,,
星期日,,,3681,,,,,,
胡涛
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,,
星期二,3694,,,,,,,,
星期三,3694,,,,,,,,
星期四,,,,,,,,,
星期五,,,,,,,,3694,
星期六,,,3694,,,,,,
星期日,,3694,,,,,,,
蔡光明
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,3686,,,
星期二,,,,,,3691,,,
星期三,,,,,3686,3691,,,
星期四,,,,3686,,,,3691,
星期五,,,3686,,,,,,
星期六,,,,,,3691,,,
星期日,,3691,,,,,,3686,
谢畅
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,3697,,,,
星期二,,3697,,,3692,3692,,,
星期三,,,,,,3692,,3697,
星期四,,,,,,,3692,,
星期五,,,,,,3697,,,
星期六,3692,,,,,,,,
星期日,,,,,,,,3697,
赵卉
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,3695,3697,3682,,
星期二,,,,,3682,,3695,3697,
星期三,,,,,,,,,
星期四,3695,3697,,,,,,3682,
星期五,3682,3695,3697,,,,,,
星期六,,,,,3682,3695,3697,,
星期日,,,,,,,,,
邓琴
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,3683,,,
星期二,,3694,,,,,,,
星期三,3683,3694,,,,,,,
星期四,3694,,,,,,,,
星期五,,,3683,,,,,,
星期六,3683,3694,,,,,,,
星期日,3694,3683,,,,,,,
邱晓春
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,3698,,3699,,,,,,
星期二,,,,3699,,,,,
星期三,,,,3698,,,,,
星期四,,,3698,,,3699,,,
星期五,,,,3698,,,,,
星期六,3699,,,,,,,,
星期日,,,3698,3699,,,,,
郑宇玲
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,,
星期二,,3684,3698,,,,,,
星期三,,3684,3698,,,,,,
星期四,,3698,3684,,,,,,
星期五,,,,,,,,,
星期六,,3684,,3698,,,,,
星期日,3698,,,3684,,,,,
郑淳
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,3691,3695,,
星期二,,,3691,,3695,,,,
星期三,,3695,,,3691,,,,
星期四,3691,,,,,,3695,,
星期五,,,,,,,,,
星期六,,,,,,,,,
星期日,,3695,,,,3691,,,
闵文华
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3685,3698,,,,,
星期二,3685,,,3698,,,,,
星期三,,3685,,,,,,,
星期四,3698,,3685,3685,,,,,
星期五,3698,3698,,,,,,,
星期六,,,,,,,,,
星期日,,,3685,3698,,,,,
陈伟
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,3689,,3683,,
星期二,,,3683,,,3689,,,
星期三,,,,,3683,,,,
星期四,,,,,,3689,,,
星期五,,3683,,,,,3689,,
星期六,,3689,,,,,,,
星期日,,,,,,3683,,,
陈申明
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,,,
星期二,,,3693,,,,,,
星期三,,3693,3693,,,,,,
星期四,,,,,,3693,,,
星期五,,,,,,,3693,,
星期六,,,3693,,,,,,
星期日,,,3693,,,,,,
雷勋梅
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,3684,,,,3681,,,
星期二,,,,,,,3684,3681,
星期三,,,,,,,,3684,
星期四,,3681,,,,,,,
星期五,,,3684,,,,3681,,
星期六,,,,,3684,,,3681,
星期日,,,,,,,,,
骆静
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,3685,,3692,,,,,,
星期二,,,,,,,,,
星期三,,,3692,3685,,,,,
星期四,,3692,,,,,,,
星期五,,,3685,,,,,,
星期六,,3692,,3685,,,,,
星期日,3685,,,3692,,,,,
鲁小平
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,3680,,,,,
星期二,,,,,,,,,
星期三,,3680,,,,,,,
星期四,,,,,,,,,
星期五,,,,,,3680,,,
星期六,,,,,,3680,,,
星期日,,,,,3680,,,,
鲁正文
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,3699,,3685,,
星期二,,,,3685,,,,3699,
星期三,,,,,3685,,3699,,
星期四,,,,,,,,3699,
星期五,,,,,,,,,
星期六,,,,,3685,,,,
星期日,,3685,3699,,,,,,
黄华松
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,3689,,,,,,
星期二,,,,,3689,,,,
星期三,,3689,3689,,,,,,
星期四,,,,3689,,,,,
星期五,,3689,,,,,,,
星期六,3689,,,,,,,,
星期日,,,,,,,,,
黄约明
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,3684,3681,
星期二,,,,,,,,3685,
星期三,,,,,,3685,3684,3681,
星期四,,,,,3681,3685,3684,,
星期五,3681,3685,,,,,,,
星期六,,,3684,,,,,,
星期日,,,,,3684,3685,3681,3685,
龙建华
,第一节,第二节,第三节,第四节,第五节,第六节,第七节,第八节,
星期一,,,,,,,3689,,
星期二,,3689,,,,,,,
星期三,,,,,,,,3689,
星期四,,,,,,,,3689,
星期五,,,,,,,,,
星期六,,,,,,3689,,,
星期日,,,,,,,,,
